monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv
4677.0,4453,2018-11-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
41192.0,45291,2018-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
63222.0,445,2018-11-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
445847.0,44000,2018-11-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
11873.0,4521E,2018-11-01,Department Stores,Department Stores,False,0.08625376047961941
93151.0,441X,2018-11-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
102208.0,441,2018-12-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
27925.0,446,2018-12-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
435613.0,44000,2018-12-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
108112.0,4400C,2018-12-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
48036.0,4529,2018-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
46095.0,4541,2018-12-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
333405.0,4400A,2018-12-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
61360.0,722,2018-12-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
53907.0,454,2018-12-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
10656.0,453,2018-12-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
2882.0,45431,2018-12-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
41289.0,45291,2018-12-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
94274.0,441X,2018-12-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
11494.0,4521E,2018-12-01,Department Stores,Department Stores,False,0.08625376047961941
56629.0,4451,2018-12-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
4686.0,4453,2018-12-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
59530.0,452,2018-12-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
23174.0,44611,2018-12-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
353734.0,44W72,2018-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
10067.0,442,2018-12-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
16159.0,4481,2018-12-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
496973.0,44X72,2018-12-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
41031.0,447,2018-12-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
394765.0,44Y72,2018-12-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
2629.0,44831,2018-12-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
6326.0,451,2018-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
455942.0,44Z72,2018-12-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
3124.0,4482,2018-12-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
7934.0,4413,2018-12-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
63263.0,445,2018-12-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
757.0,44811,2018-12-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
30922.0,444,2018-12-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
26981.0,4441,2018-12-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
7669.0,443,2018-12-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
6747.0,45299,2018-12-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
22109.0,448,2018-12-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
17736.0,4423X,2018-12-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
3224.0,44812,2018-12-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
51075.0,4541,2019-01-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
2885.0,45431,2019-01-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
3198.0,44812,2019-01-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
7752.0,4413,2019-01-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
107756.0,4400C,2019-01-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
795.0,44811,2019-01-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
3158.0,4482,2019-01-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
59416.0,452,2019-01-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
2551.0,44831,2019-01-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
61348.0,722,2019-01-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
58949.0,454,2019-01-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
28785.0,446,2019-01-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
7711.0,443,2019-01-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
47988.0,4529,2019-01-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
4673.0,4453,2019-01-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
57470.0,4451,2019-01-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
64131.0,445,2019-01-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
23914.0,44611,2019-01-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
40002.0,447,2019-01-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
17489.0,4423X,2019-01-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
27906.0,4441,2019-01-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
32019.0,444,2019-01-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
6718.0,45299,2019-01-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
9778.0,442,2019-01-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
11428.0,4521E,2019-01-01,Department Stores,Department Stores,False,0.08625376047961941
460206.0,44Z72,2019-01-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
99233.0,441,2019-01-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
339627.0,4400A,2019-01-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
438860.0,44000,2019-01-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
400975.0,44Y72,2019-01-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
21976.0,448,2019-01-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
500208.0,44X72,2019-01-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
41270.0,45291,2019-01-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
360973.0,44W72,2019-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
16060.0,4481,2019-01-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
91481.0,441X,2019-01-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
6431.0,451,2019-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
10429.0,453,2019-01-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
6500.0,451,2019-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
2653.0,44831,2019-02-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
30501.0,444,2019-02-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
459437.0,44Z72,2019-02-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
26596.0,4441,2019-02-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
11438.0,4521E,2019-02-01,Department Stores,Department Stores,False,0.08625376047961941
400446.0,44Y72,2019-02-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
41491.0,447,2019-02-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
24309.0,44611,2019-02-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
22033.0,448,2019-02-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
62976.0,445,2019-02-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
3184.0,4482,2019-02-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
56351.0,4451,2019-02-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
500928.0,44X72,2019-02-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
4660.0,4453,2019-02-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
10563.0,453,2019-02-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
40757.0,45291,2019-02-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
739.0,44811,2019-02-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
358955.0,44W72,2019-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
6670.0,45299,2019-02-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
58865.0,452,2019-02-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
47427.0,4529,2019-02-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
51561.0,4541,2019-02-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
15991.0,4481,2019-02-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
2928.0,45431,2019-02-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
61679.0,722,2019-02-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
3146.0,44812,2019-02-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
92478.0,441X,2019-02-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
59293.0,454,2019-02-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
29126.0,446,2019-02-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
8004.0,4413,2019-02-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
9804.0,442,2019-02-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
7615.0,443,2019-02-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
439249.0,44000,2019-02-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
17419.0,4423X,2019-02-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
100482.0,441,2019-02-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
107292.0,4400C,2019-02-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
338767.0,4400A,2019-02-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
343309.0,4400A,2019-03-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
43205.0,447,2019-03-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
48285.0,4529,2019-03-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
3214.0,44812,2019-03-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
10700.0,453,2019-03-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
26985.0,4441,2019-03-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
17519.0,4423X,2019-03-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
16317.0,4481,2019-03-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
108554.0,4400C,2019-03-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
8110.0,4413,2019-03-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
3060.0,45431,2019-03-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
22357.0,448,2019-03-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
57446.0,4451,2019-03-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
6541.0,451,2019-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
6708.0,45299,2019-03-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
