monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv
3851.0,45431,2022-02-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
90778.0,4541,2022-02-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
69414.0,452,2022-02-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
NULL,44811,2022-02-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
16888.0,4481,2022-02-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
8545.0,451,2022-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
124667.0,4400C,2022-02-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
5887.0,4453,2022-02-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
75913.0,722,2022-02-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
3173.0,4482,2022-02-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
11269.0,4521E,2022-02-01,Department Stores,Department Stores,False,0.08625376047961941
100238.0,454,2022-02-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
24708.0,448,2022-02-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
32877.0,446,2022-02-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
19506.0,4423X,2022-02-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
27532.0,44611,2022-02-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
9988.0,4413,2022-02-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
42196.0,444,2022-02-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
574609.0,44000,2022-02-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
7580.0,443,2022-02-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
11926.0,442,2022-02-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
585912.0,44000,2022-03-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
10062.0,4413,2022-03-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
78255.0,722,2022-03-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
27588.0,44611,2022-03-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
600984.0,44Z72,2022-03-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
3324.0,4482,2022-03-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
8077.0,45299,2022-03-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
11378.0,4521E,2022-03-01,Department Stores,Department Stores,False,0.08625376047961941
118541.0,441X,2022-03-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
78318.0,445,2022-03-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
100514.0,454,2022-03-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
43113.0,444,2022-03-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
25838.0,448,2022-03-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
8216.0,443,2022-03-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
63183.0,447,2022-03-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
58622.0,4529,2022-03-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
664167.0,44X72,2022-03-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
70083.0,4451,2022-03-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
5870.0,4453,2022-03-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
8620.0,451,2022-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
14440.0,453,2022-03-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
20272.0,4423X,2022-03-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
472381.0,44W72,2022-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
3488.0,44812,2022-03-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
3888.0,45431,2022-03-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
535564.0,44Y72,2022-03-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
90798.0,4541,2022-03-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
12056.0,442,2022-03-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
457309.0,4400A,2022-03-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
NULL,44811,2022-03-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
128603.0,441,2022-03-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
70000.0,452,2022-03-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
50545.0,45291,2022-03-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
17728.0,4481,2022-03-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
NULL,44831,2022-03-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
33011.0,446,2022-03-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
127330.0,4400C,2022-03-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
37771.0,4441,2022-03-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
51485.0,45291,2022-04-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
609424.0,44Z72,2022-04-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
542369.0,44Y72,2022-04-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
NULL,44831,2022-04-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
478548.0,44W72,2022-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
130876.0,441,2022-04-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
3350.0,4482,2022-04-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
59692.0,4529,2022-04-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
27795.0,44611,2022-04-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
91788.0,4541,2022-04-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
4090.0,45431,2022-04-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
NULL,44811,2022-04-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
12383.0,442,2022-04-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
71187.0,452,2022-04-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
17769.0,4481,2022-04-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
8550.0,451,2022-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
33315.0,446,2022-04-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
129036.0,4400C,2022-04-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
81104.0,722,2022-04-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
10157.0,4413,2022-04-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
11495.0,4521E,2022-04-01,Department Stores,Department Stores,False,0.08625376047961941
101659.0,454,2022-04-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
461265.0,4400A,2022-04-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
8459.0,443,2022-04-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
5809.0,4453,2022-04-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
8207.0,45299,2022-04-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
25882.0,448,2022-04-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
70380.0,4451,2022-04-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
78537.0,445,2022-04-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
120719.0,441X,2022-04-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
20842.0,4423X,2022-04-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
3369.0,44812,2022-04-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
14476.0,453,2022-04-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
592141.0,44000,2022-04-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
37766.0,4441,2022-04-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
63821.0,447,2022-04-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
673245.0,44X72,2022-04-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
42996.0,444,2022-04-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
71182.0,4451,2022-05-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
128578.0,4400C,2022-05-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
33166.0,446,2022-05-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
25379.0,448,2022-05-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
8371.0,45299,2022-05-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
101939.0,454,2022-05-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
8523.0,451,2022-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
671040.0,44X72,2022-05-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
8056.0,443,2022-05-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
66679.0,447,2022-05-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
604361.0,44Z72,2022-05-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
42543.0,444,2022-05-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
60281.0,4529,2022-05-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
NULL,44811,2022-05-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
3419.0,4482,2022-05-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
81758.0,722,2022-05-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
79299.0,445,2022-05-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
5770.0,4453,2022-05-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
17667.0,4481,2022-05-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
71773.0,452,2022-05-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
37103.0,4441,2022-05-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
12206.0,442,2022-05-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
589282.0,44000,2022-05-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
4486.0,45431,2022-05-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
3288.0,44812,2022-05-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
20262.0,4423X,2022-05-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
91746.0,4541,2022-05-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
27736.0,44611,2022-05-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
463909.0,4400A,2022-05-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
115056.0,441X,2022-05-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
11492.0,4521E,2022-05-01,Department Stores,Department Stores,False,0.08625376047961941
NULL,44831,2022-05-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
545667.0,44Y72,2022-05-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
14346.0,453,2022-05-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
125373.0,441,2022-05-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
51910.0,45291,2022-05-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
10317.0,4413,2022-05-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
478988.0,44W72,2022-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
129237.0,4400C,2022-06-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
71725.0,4451,2022-06-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
102301.0,454,2022-06-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
593360.0,44000,2022-06-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
25565.0,448,2022-06-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
37127.0,4441,2022-06-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
72751.0,452,2022-06-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
17626.0,4481,2022-06-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
11989.0,442,2022-06-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
33736.0,446,2022-06-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
11400.0,4521E,2022-06-01,Department Stores,Department Stores,False,0.08625376047961941
8337.0,45299,2022-06-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
42581.0,444,2022-06-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
125577.0,441,2022-06-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
3382.0,4482,2022-06-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
5848.0,4453,2022-06-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
53014.0,45291,2022-06-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
550125.0,44Y72,2022-06-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
467783.0,4400A,2022-06-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
79908.0,445,2022-06-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
14609.0,453,2022-06-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
NULL,44811,2022-06-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
82342.0,722,2022-06-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
NULL,44831,2022-06-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
3286.0,44812,2022-06-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
92074.0,4541,2022-06-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
67937.0,447,2022-06-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
482188.0,44W72,2022-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
19853.0,4423X,2022-06-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
115312.0,441X,2022-06-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
607765.0,44Z72,2022-06-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
28200.0,44611,2022-06-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
4472.0,45431,2022-06-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
8542.0,451,2022-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
10265.0,4413,2022-06-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
61351.0,4529,2022-06-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
675702.0,44X72,2022-06-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
7864.0,443,2022-06-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
28401.0,44611,2022-07-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
113203.0,441X,2022-07-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
93219.0,4541,2022-07-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
8320.0,45299,2022-07-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
5801.0,4453,2022-07-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
465589.0,4400A,2022-07-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
71997.0,452,2022-07-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
3165.0,44812,2022-07-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
481596.0,44W72,2022-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
NULL,44811,2022-07-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
123450.0,441,2022-07-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
33973.0,446,2022-07-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
19898.0,4423X,2022-07-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
11914.0,442,2022-07-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
36984.0,4441,2022-07-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
52372.0,45291,2022-07-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
17218.0,4481,2022-07-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
4094.0,45431,2022-07-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
7984.0,443,2022-07-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
589039.0,44000,2022-07-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
66021.0,447,2022-07-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
79859.0,445,2022-07-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
605046.0,44Z72,2022-07-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
127951.0,4400C,2022-07-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
11305.0,4521E,2022-07-01,Department Stores,Department Stores,False,0.08625376047961941
10247.0,4413,2022-07-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
NULL,44831,2022-07-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
71705.0,4451,2022-07-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
14382.0,453,2022-07-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
103264.0,454,2022-07-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
8534.0,451,2022-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
24969.0,448,2022-07-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
60692.0,4529,2022-07-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
547617.0,44Y72,2022-07-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
82028.0,722,2022-07-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
42692.0,444,2022-07-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
3230.0,4482,2022-07-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
671067.0,44X72,2022-07-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
94260.0,4541,2022-08-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
14705.0,453,2022-08-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
28093.0,44611,2022-08-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
NULL,44831,2022-08-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
3297.0,44812,2022-08-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
104535.0,454,2022-08-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
19961.0,4423X,2022-08-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
464030.0,4400A,2022-08-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
4099.0,45431,2022-08-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
8645.0,451,2022-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
116544.0,441X,2022-08-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
675107.0,44X72,2022-08-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
7895.0,443,2022-08-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
129216.0,4400C,2022-08-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
61164.0,4529,2022-08-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
17481.0,4481,2022-08-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
126957.0,441,2022-08-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
33883.0,446,2022-08-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
43154.0,444,2022-08-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
10413.0,4413,2022-08-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
5879.0,4453,2022-08-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
3375.0,4482,2022-08-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
8428.0,45299,2022-08-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
72566.0,452,2022-08-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
NULL,44811,2022-08-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
12066.0,442,2022-08-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
61054.0,447,2022-08-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
590987.0,44000,2022-08-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
548150.0,44Y72,2022-08-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
71934.0,4451,2022-08-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
37380.0,4441,2022-08-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
11402.0,4521E,2022-08-01,Department Stores,Department Stores,False,0.08625376047961941
614053.0,44Z72,2022-08-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
487096.0,44W72,2022-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
25259.0,448,2022-08-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
52736.0,45291,2022-08-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
80268.0,445,2022-08-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
84120.0,722,2022-08-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
NULL,44811,2022-09-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
58395.0,447,2022-09-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
489000.0,44W72,2022-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
3249.0,44812,2022-09-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
NULL,44831,2022-09-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
11927.0,442,2022-09-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
462977.0,4400A,2022-09-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
115291.0,441X,2022-09-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
3854.0,45431,2022-09-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
