monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv,year,yoy_growth,cpi_index,inflation_adjusted_sales
38164.0,45291,2017-05-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2017,NULL,244.733,15594.137284305754
54318.0,4451,2017-05-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2017,NULL,244.733,22194.800047398592
44254.0,4529,2017-05-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2017,NULL,244.733,18082.563446694967
414253.0,44000,2017-05-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2017,NULL,244.733,169267.32398164528
39131.0,45291,2017-06-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2017,NULL,244.955,15974.770876283397
37460.0,447,2017-06-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2017,NULL,244.955,15292.604764140353
22598.0,44611,2017-06-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2017,NULL,244.955,9225.367924720867
796.0,44811,2017-06-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2017,NULL,244.955,324.9576452817864
2537.0,45431,2017-06-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2017,NULL,244.955,1035.7004347737338
21777.0,448,2017-06-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2017,NULL,244.955,8890.204323243044
6971.0,451,2017-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2017,NULL,244.955,2845.8288257026798
10050.0,453,2017-06-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2017,NULL,244.955,4102.794390806474
57664.0,452,2017-06-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2017,NULL,244.955,23540.65032352881
57291.0,722,2017-06-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2017,NULL,244.955,23388.377457083952
7651.0,443,2017-06-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2017,NULL,244.955,3123.4308342348595
436086.0,44Z72,2017-06-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2017,NULL,244.955,178026.9845481823
3023.0,4482,2017-06-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2017,NULL,244.955,1234.104223224674
60423.0,445,2017-06-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2017,NULL,244.955,24666.979649323344
106134.0,4400C,2017-06-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2017,NULL,244.955,43327.95819640342
337376.0,44W72,2017-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2017,NULL,244.955,137729.78710375374
416255.0,44000,2017-06-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2017,NULL,244.955,169931.2118552387
473546.0,44X72,2017-06-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2017,NULL,244.955,193319.58931232267
374836.0,44Y72,2017-06-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2017,NULL,244.955,153022.3918678941
27004.0,446,2017-06-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2017,NULL,244.955,11024.065644710252
50181.0,454,2017-06-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2017,NULL,244.955,20485.803514931315
98710.0,441,2017-06-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2017,NULL,244.955,40297.197444428566
6244.0,45299,2017-06-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2017,NULL,244.955,2549.039619521953
43337.0,4541,2017-06-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2017,NULL,244.955,17691.820946704494
25111.0,4441,2017-06-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2017,NULL,244.955,10251.270641546407
45375.0,4529,2017-06-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2017,NULL,244.955,18523.81049580535
9580.0,442,2017-06-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2017,NULL,244.955,3910.9224143209976
4373.0,4453,2017-06-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2017,NULL,244.955,1785.225857810618
17231.0,4423X,2017-06-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2017,NULL,244.955,7034.353248555857
7714.0,4413,2017-06-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2017,NULL,244.955,3149.14984384887
15947.0,4481,2017-06-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2017,NULL,244.955,6510.175338327447
3324.0,44812,2017-06-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2017,NULL,244.955,1356.9839358249474
90996.0,441X,2017-06-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2017,NULL,244.955,37148.047600579695
12289.0,4521E,2017-06-01,Department Stores,Department Stores,False,0.08625376047961941,2017,NULL,244.955,5016.839827723459
54152.0,4451,2017-06-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2017,NULL,244.955,22106.91759710967
2559.0,44831,2017-06-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2017,NULL,244.955,1044.6816762262456
317545.0,4400A,2017-06-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2017,NULL,244.955,129634.01441081014
28784.0,444,2017-06-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2017,NULL,244.955,11750.729725868016
7812.0,4413,2017-07-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2017,NULL,244.786,3191.3589829483712
91046.0,441X,2017-07-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2017,NULL,244.786,37194.12057879127
2631.0,44831,2017-07-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2017,NULL,244.786,1074.816370217251
98858.0,441,2017-07-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2017,NULL,244.786,40385.47956173964
10267.0,453,2017-07-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2017,NULL,244.786,4194.27581642741
38889.0,45291,2017-07-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2017,NULL,244.786,15886.937978479162
57149.0,722,2017-07-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2017,NULL,244.786,23346.514915068674
2972.0,4482,2017-07-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2017,NULL,244.786,1214.1217226475371
416403.0,44000,2017-07-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2017,NULL,244.786,170108.9931613736
317545.0,4400A,2017-07-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2017,NULL,244.786,129723.51359963398
105412.0,4400C,2017-07-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2017,NULL,244.786,43062.92026504783
6848.0,451,2017-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2017,NULL,244.786,2797.5456112686184
25133.0,4441,2017-07-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2017,NULL,244.786,10267.335550235715
45209.0,4529,2017-07-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2017,NULL,244.786,18468.784979533142
43717.0,4541,2017-07-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2017,NULL,244.786,17859.272997638756
3308.0,44812,2017-07-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2017,NULL,244.786,1351.3844746023058
337285.0,44W72,2017-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2017,NULL,244.786,137787.70027697663
7582.0,443,2017-07-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2017,NULL,244.786,3097.399361074571
12122.0,4521E,2017-07-01,Department Stores,Department Stores,False,0.08625376047961941,2017,NULL,244.786,4952.080592844362
15779.0,4481,2017-07-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2017,NULL,244.786,6446.038580637782
22470.0,44611,2017-07-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2017,NULL,244.786,9179.446536975154
28933.0,444,2017-07-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2017,NULL,244.786,11819.711911628932
17102.0,4423X,2017-07-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2017,NULL,244.786,6986.510666459683
4371.0,4453,2017-07-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2017,NULL,244.786,1785.6413356973028
60397.0,445,2017-07-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2017,NULL,244.786,24673.38818396477
374694.0,44Y72,2017-07-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2017,NULL,244.786,153070.02851470263
2472.0,45431,2017-07-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2017,NULL,244.786,1009.861675095798
57331.0,452,2017-07-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2017,NULL,244.786,23420.865572377505
21646.0,448,2017-07-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2017,NULL,244.786,8842.825978609888
27101.0,446,2017-07-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2017,NULL,244.786,11071.303097399361
473552.0,44X72,2017-07-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2017,NULL,244.786,193455.5080764423
6320.0,45299,2017-07-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2017,NULL,244.786,2581.847001053982
776.0,44811,2017-07-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2017,NULL,244.786,317.01159380029907
9520.0,442,2017-07-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2017,NULL,244.786,3889.1113053851122
50511.0,454,2017-07-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2017,NULL,244.786,20634.758523771787
54139.0,4451,2017-07-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2017,NULL,244.786,22116.869428807204
37409.0,447,2017-07-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2017,NULL,244.786,15282.328237726015
436143.0,44Z72,2017-07-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2017,NULL,244.786,178173.17983871626
377727.0,44Y72,2017-08-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2017,NULL,245.519,153848.37833324508
57565.0,452,2017-08-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2017,NULL,245.519,23446.250595676913
39221.0,45291,2017-08-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2017,NULL,245.519,15974.731079875693
3043.0,4482,2017-08-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2017,NULL,245.519,1239.4152794692059
6276.0,45299,2017-08-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2017,NULL,245.519,2556.2176450702386
12068.0,4521E,2017-08-01,Department Stores,Department Stores,False,0.08625376047961941,2017,NULL,245.519,4915.301870730982
474449.0,44X72,2017-08-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2017,NULL,245.519,193243.29277978485
43825.0,4541,2017-08-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2017,NULL,245.519,17849.942366985855
339102.0,44W72,2017-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2017,NULL,245.519,138116.39832355134
50853.0,454,2017-08-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2017,NULL,245.519,20712.4499529568
3244.0,44812,2017-08-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2017,NULL,245.519,1321.2826705876123
7576.0,443,2017-08-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2017,NULL,245.519,3085.708234393265
28906.0,444,2017-08-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2017,NULL,245.519,11773.426903824144
15878.0,4481,2017-08-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2017,NULL,245.519,6467.116597900774
10218.0,453,2017-08-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2017,NULL,245.519,4161.796032078983
435824.0,44Z72,2017-08-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2017,NULL,245.519,177511.3127700911
27365.0,446,2017-08-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2017,NULL,245.519,11145.776905249695
2582.0,44831,2017-08-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2017,NULL,245.519,1051.6497704861945
9599.0,442,2017-08-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2017,NULL,245.519,3909.677051470558
54430.0,4451,2017-08-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2017,NULL,245.519,22169.36367450177
763.0,44811,2017-08-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2017,NULL,245.519,310.7702458872837
25187.0,4441,2017-08-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2017,NULL,245.519,10258.676517906964
17175.0,4423X,2017-08-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2017,NULL,245.519,6995.385285863823
2573.0,45431,2017-08-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2017,NULL,245.519,1047.9840664062658
22669.0,44611,2017-08-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2017,NULL,245.519,9233.093976433594
96722.0,441,2017-08-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2017,NULL,245.519,39394.914446539784
21760.0,448,2017-08-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2017,NULL,245.519,8862.857864360802
45497.0,4529,2017-08-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2017,NULL,245.519,18530.94872494593
4398.0,4453,2017-08-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2017,NULL,245.519,1791.307393725129
7689.0,4413,2017-08-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2017,NULL,245.519,3131.7331856190353
6915.0,451,2017-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2017,NULL,245.519,2816.4826347451726
